0	3.1022000
1	2.9220000
2	3.0551000
3	2.9610000
4	2.7416000
5	2.2960000
6	2.0227000
7	1.6408000
8	1.3351000
9	1.0832000
10	0.9363000
11	0.7793000
12	0.6706000
13	0.5655000
14	0.4774000
15	0.4203000
16	0.3578000
17	0.3054000
18	0.2681000
19	0.2376000
20	0.2101000
21	0.1839000
22	0.1617000
23	0.1435000
24	0.1282000
25	0.3879000
26	0.0984000
27	0.0850000
28	0.0720000
29	0.0615000
30	0.0532000
31	0.0464000
32	0.0401000
33	0.0356000
34	0.0309000
35	0.0278000
36	0.0243000
37	0.0218000
38	0.0196000
39	0.0175000
40	0.0156000
41	0.0142000
42	0.0127000
43	0.0116000
44	0.0106000
45	0.0097000
46	0.0088000
47	0.0080000
48	0.0074000
49	0.0068000
50	0.0062000
51	0.0058000
52	0.0053000
53	0.0049000
54	0.0046000
55	0.0043000
56	0.0040000
57	0.0037000
58	0.0034000
59	0.0032000
60	0.0030000
61	0.0028000
62	0.0026000
63	0.0024000
64  0.0024
