0.000000000000000000e+00 3.820980752968436422e-02
1.000000000000000000e+00 1.940423311252246000e-02
2.000000000000000000e+00 2.713123516710346655e-02
3.000000000000000000e+00 2.213677861807482675e-02
4.000000000000000000e+00 2.285586041512393390e-02
5.000000000000000000e+00 2.771658510986409196e-02
6.000000000000000000e+00 2.708798263398351502e-02
7.000000000000000000e+00 2.635488169585082502e-02
8.000000000000000000e+00 2.719259192729174546e-02
9.000000000000000000e+00 2.423880178341991307e-02
1.000000000000000000e+01 2.542897124148450066e-02
1.100000000000000000e+01 2.201571176922271708e-02
1.200000000000000000e+01 1.880184851724562428e-02
1.300000000000000000e+01 2.040137899244194933e-02
1.400000000000000000e+01 2.061977144681878538e-02
1.500000000000000000e+01 2.003388872929501643e-02
1.600000000000000000e+01 1.571840800170364039e-02
1.700000000000000000e+01 1.831217831678827457e-02
1.800000000000000000e+01 1.609124859236826452e-02
1.900000000000000000e+01 1.607812028182281638e-02
2.000000000000000000e+01 1.554041268081938869e-02
2.100000000000000000e+01 1.453371621079706244e-02
2.200000000000000000e+01 1.180712008647849011e-02
2.300000000000000000e+01 1.350314074430198318e-02
2.400000000000000000e+01 1.151520999239629209e-02
2.500000000000000000e+01 2.013779598954325289e-02
2.600000000000000000e+01 9.534963572630016787e-03
2.700000000000000000e+01 1.024788234917730495e-02
2.800000000000000000e+01 8.620077592219652085e-03
2.900000000000000000e+01 8.048834835110920891e-03
3.000000000000000000e+01 7.325198045361414924e-03
3.100000000000000000e+01 6.499227834701765821e-03
3.200000000000000000e+01 5.423783990406020813e-03
3.300000000000000000e+01 5.328244874785130827e-03
3.400000000000000000e+01 5.346085478317465917e-03
3.500000000000000000e+01 4.387323372389706141e-03
3.600000000000000000e+01 4.472487804662814495e-03
3.700000000000000000e+01 4.062478976722632903e-03
3.800000000000000000e+01 3.867942964274425147e-03
3.900000000000000000e+01 3.420151543224537148e-03
4.000000000000000000e+01 3.483965966699360643e-03
4.100000000000000000e+01 3.265879306766668669e-03
4.200000000000000000e+01 3.192734578022196970e-03
4.300000000000000000e+01 2.518638860833129732e-03
4.400000000000000000e+01 2.683532090731207027e-03
4.500000000000000000e+01 2.395296319057588393e-03
4.600000000000000000e+01 2.657488313203795749e-03
4.700000000000000000e+01 2.199709758214684827e-03
4.800000000000000000e+01 2.011165058912331265e-03
4.900000000000000000e+01 2.161880606537837021e-03
5.000000000000000000e+01 2.149741072596820200e-03
5.100000000000000000e+01 1.829158421603118735e-03
5.200000000000000000e+01 1.573827427630993415e-03
5.300000000000000000e+01 1.542869509591475018e-03
5.400000000000000000e+01 1.542817222499084408e-03
5.500000000000000000e+01 1.460077526406304126e-03
5.600000000000000000e+01 1.542923593193561843e-03
5.700000000000000000e+01 1.398953656743375049e-03
5.800000000000000000e+01 1.171695292738411795e-03
5.900000000000000000e+01 1.267471130480238859e-03
6.000000000000000000e+01 1.260968990349810304e-03
6.100000000000000000e+01 1.060938039199840408e-03
6.200000000000000000e+01 1.106832842265470995e-03
6.300000000000000000e+01 1.035171382597009290e-03
6.400000000000000000e+01 9.967878017576137738e-34
