0.000000000000000000e+00	3.984189965260725774e+00
1.000000000000000000e+00	4.891058322618459187e+00
2.000000000000000000e+00	4.554420069311568398e+00
3.000000000000000000e+00	4.865401729103265183e+00
4.000000000000000000e+00	3.963525937839003976e+00
5.000000000000000000e+00	3.429178698827418881e+00
6.000000000000000000e+00	2.466899158118569524e+00
7.000000000000000000e+00	1.646483391785894312e+00
8.000000000000000000e+00	1.885830633275916268e+00
9.000000000000000000e+00	1.480261662528399302e+00
1.000000000000000000e+01	1.156615923610829100e+00
1.100000000000000000e+01	1.016087244435024628e+00
1.200000000000000000e+01	7.678531317009789081e-01
1.300000000000000000e+01	9.672700290964577619e-01
1.400000000000000000e+01	7.277102507242928509e-01
1.500000000000000000e+01	6.354137492220823802e-01
1.600000000000000000e+01	5.889684222968705196e-01
1.700000000000000000e+01	5.362742020199499082e-01
1.800000000000000000e+01	3.621065422360831287e-01
1.900000000000000000e+01	3.771586657123944253e-01
2.000000000000000000e+01	3.547729070349094349e-01
2.100000000000000000e+01	2.707180702304101683e-01
2.200000000000000000e+01	2.304793699247199013e-01
2.300000000000000000e+01	1.931747960720793800e-01
2.400000000000000000e+01	2.185073121180911848e-01
2.500000000000000000e+01	4.690228229303225471e-01
2.600000000000000000e+01	1.754854678255819422e-01
2.700000000000000000e+01	1.117975392015341518e-01
2.800000000000000000e+01	1.172431946304052230e-01
2.900000000000000000e+01	9.802361922779170844e-02
3.000000000000000000e+01	8.644655206546404680e-02
3.100000000000000000e+01	7.543586848166572434e-02
3.200000000000000000e+01	6.111791118724439753e-02
3.300000000000000000e+01	5.618392193889198277e-02
3.400000000000000000e+01	4.666727175900120539e-02
3.500000000000000000e+01	4.354592013169855669e-02
3.600000000000000000e+01	4.669205011616393841e-02
3.700000000000000000e+01	3.408813647061022245e-02
3.800000000000000000e+01	3.204794063293522899e-02
3.900000000000000000e+01	3.051340543273797432e-02
4.000000000000000000e+01	2.883783558486426729e-02
4.100000000000000000e+01	2.504952642874689467e-02
4.200000000000000000e+01	2.676190191449889094e-02
4.300000000000000000e+01	2.334032870503140872e-02
4.400000000000000000e+01	2.068884110113971761e-02
4.500000000000000000e+01	1.719354918625960044e-02
4.600000000000000000e+01	1.794885810314993460e-02
4.700000000000000000e+01	1.577948548211367125e-02
4.800000000000000000e+01	1.523517485596315862e-02
4.900000000000000000e+01	1.504339600708350620e-02
5.000000000000000000e+01	1.298220076439561554e-02
5.100000000000000000e+01	1.216674699158569115e-02
5.200000000000000000e+01	1.199675022677483202e-02
5.300000000000000000e+01	1.097755786166590766e-02
5.400000000000000000e+01	1.042992950163981226e-02
5.500000000000000000e+01	1.053756534342662268e-02
5.600000000000000000e+01	1.043171854739969283e-02
5.700000000000000000e+01	1.070910431680977340e-02
5.800000000000000000e+01	9.178726895647571632e-03
5.900000000000000000e+01	9.600638269199070901e-03
6.000000000000000000e+01	8.865338810759878022e-03
6.100000000000000000e+01	8.698355981779225254e-03
6.200000000000000000e+01	8.804773392524438413e-03
6.300000000000000000e+01	8.595905162213429360e-03
6.400000000000000000e+01	8.427294729863534298e-03
