0.000000000000000000e+00 5.513771581444400383e+00
1.000000000000000000e+00 4.391799118649744926e+00
2.000000000000000000e+00 6.938399981956539619e+00
3.000000000000000000e+00 4.999117613854336284e+00
4.000000000000000000e+00 4.120843665180080606e+00
5.000000000000000000e+00 4.501204852660495526e+00
6.000000000000000000e+00 3.838370066288012694e+00
7.000000000000000000e+00 3.210158810457460099e+00
8.000000000000000000e+00 2.544463022135559527e+00
9.000000000000000000e+00 2.028901232523167675e+00
1.000000000000000000e+01 1.960987018295210049e+00
1.100000000000000000e+01 1.533992076171914576e+00
1.200000000000000000e+01 1.121849202765130560e+00
1.300000000000000000e+01 1.054194124800566845e+00
1.400000000000000000e+01 1.044551117610000190e+00
1.500000000000000000e+01 8.530188201812870519e-01
1.600000000000000000e+01 6.008129717118588786e-01
1.700000000000000000e+01 6.596611325889161215e-01
1.800000000000000000e+01 5.052239067098897030e-01
1.900000000000000000e+01 4.785135363821153009e-01
2.000000000000000000e+01 4.355585074829694814e-01
2.100000000000000000e+01 3.680383743679088715e-01
2.200000000000000000e+01 2.868946205192864918e-01
2.300000000000000000e+01 3.051474960035234218e-01
2.400000000000000000e+01 2.372016624847458344e-01
2.500000000000000000e+01 4.415262790257543646e-01
2.600000000000000000e+01 1.667719518230396658e-01
2.700000000000000000e+01 1.680365039201994759e-01
2.800000000000000000e+01 1.308129319310911698e-01
2.900000000000000000e+01 1.165987292690888050e-01
3.000000000000000000e+01 9.942068378329288469e-02
3.100000000000000000e+01 8.207362767960123262e-02
3.200000000000000000e+01 6.359383389685135946e-02
3.300000000000000000e+01 6.002785383643770289e-02
3.400000000000000000e+01 5.610677107657587037e-02
3.500000000000000000e+01 4.458985551465439318e-02
3.600000000000000000e+01 4.287616372535647813e-02
3.700000000000000000e+01 3.791675388144633702e-02
3.800000000000000000e+01 3.260276453172625266e-02
3.900000000000000000e+01 2.815499695513092732e-02
4.000000000000000000e+01 2.756151091364851188e-02
4.100000000000000000e+01 2.477535884258532523e-02
4.200000000000000000e+01 2.298132984837427534e-02
4.300000000000000000e+01 1.672794625285856096e-02
4.400000000000000000e+01 1.762076991028753425e-02
4.500000000000000000e+01 1.494261433111319058e-02
4.600000000000000000e+01 1.647317993074989134e-02
4.700000000000000000e+01 1.250928600121454896e-02
4.800000000000000000e+01 1.129537013777833811e-02
4.900000000000000000e+01 1.180109374065719044e-02
5.000000000000000000e+01 1.128526075832697421e-02
5.100000000000000000e+01 9.405475900047779308e-03
5.200000000000000000e+01 7.435031535115205550e-03
5.300000000000000000e+01 7.097124821769006803e-03
5.400000000000000000e+01 6.924928716601545797e-03
5.500000000000000000e+01 6.290683790939326225e-03
5.600000000000000000e+01 6.440809568663599313e-03
5.700000000000000000e+01 5.855349958294612210e-03
5.800000000000000000e+01 4.635617624428634530e-03
5.900000000000000000e+01 4.938938364760768820e-03
6.000000000000000000e+01 4.751011067500154200e-03
6.100000000000000000e+01 3.764457060559727505e-03
6.200000000000000000e+01 3.940514774450627755e-03
6.300000000000000000e+01 3.574466125527401943e-03
6.400000000000000000e+01 3.317855703567428755e-33
