0.000000000000000000e+00	1.292162576768957782e-43	8.676140200414202938e-44	1.716711133496495270e-43
1.000000000000000000e+00	5.094585413473106013e-03	3.103249605229084929e-03	7.085921221717127530e-03
2.000000000000000000e+00	2.768607159320861724e-02	1.665238302059816183e-02	3.871976016581907265e-02
3.000000000000000000e+00	7.189765892966817895e-02	4.712335934703500845e-02	9.667195851230134251e-02
4.000000000000000000e+00	1.638996795067265144e-01	1.258188998601500186e-01	2.019804591533030103e-01
5.000000000000000000e+00	1.527244572863637184e-01	1.160254359620600528e-01	1.894234786106673840e-01
6.000000000000000000e+00	2.079103593554788298e-01	1.657308096094677330e-01	2.500899091014899267e-01
7.000000000000000000e+00	1.906432496417071187e-01	1.551095108084125651e-01	2.261769884750016724e-01
8.000000000000000000e+00	2.054030582904556035e-01	1.625325256390212358e-01	2.482735909418899711e-01
9.000000000000000000e+00	2.530382764018132002e-01	2.142411150377671880e-01	2.918354377658592402e-01
1.000000000000000000e+01	1.811082582527072382e-01	1.483683277266267808e-01	2.138481887787876956e-01
1.100000000000000000e+01	2.001150083790385059e-01	1.665242632731061823e-01	2.337057534849708296e-01
1.200000000000000000e+01	1.775747703296158830e-01	1.505951942951213873e-01	2.045543463641103787e-01
1.300000000000000000e+01	1.891027064060164242e-01	1.607343150292500078e-01	2.174710977827828406e-01
1.400000000000000000e+01	1.721092498114208946e-01	1.458335248576760057e-01	1.983849747651657836e-01
1.500000000000000000e+01	1.386459782573447874e-01	1.172748324017807431e-01	1.600171241129088318e-01
1.600000000000000000e+01	1.732361653798927814e-01	1.518054933796668671e-01	1.946668373801186958e-01
1.700000000000000000e+01	1.487086726430145722e-01	1.298728082007577223e-01	1.675445370852714222e-01
1.800000000000000000e+01	1.373946861602788616e-01	1.198710466142992315e-01	1.549183257062584917e-01
1.900000000000000000e+01	1.247432033119782180e-01	1.072295453762992234e-01	1.422568612476572125e-01
2.000000000000000000e+01	1.096666520531216771e-01	9.357943048113737117e-02	1.257538736251059830e-01
