0.000000000000000000e+00	5.422836371032818654e-30	3.635176044563947736e-30	7.210496697501689573e-30
1.000000000000000000e+00	7.283238429186374985e-01	4.795118525930978093e-01	9.771358332441771877e-01
2.000000000000000000e+00	3.595803394519925256e+00	2.109473060105175435e+00	5.082133728934675077e+00
3.000000000000000000e+00	7.134033679368876335e+00	4.265805715235298834e+00	1.000226164350245384e+01
4.000000000000000000e+00	1.496911027282333606e+01	9.218193495485163425e+00	2.072002705016150870e+01
5.000000000000000000e+00	6.184173114016255468e+00	4.135929911371009737e+00	8.232416316661501199e+00
6.000000000000000000e+00	6.065100601760219590e+00	3.971843785903848900e+00	8.158357417616590723e+00
7.000000000000000000e+00	4.320963322174744548e+00	2.861398492970161467e+00	5.780528151379327184e+00
8.000000000000000000e+00	3.890005125197342650e+00	2.378492909005428313e+00	5.401517341389256543e+00
9.000000000000000000e+00	3.902457989526658455e+00	2.717130797313108914e+00	5.087785181740207996e+00
1.000000000000000000e+01	2.529628691051556189e+00	1.886077633105888163e+00	3.173179748997224436e+00
1.100000000000000000e+01	2.714301760355624094e+00	1.980634061664646284e+00	3.447969459046602125e+00
1.200000000000000000e+01	2.327288409659076240e+00	1.735407916710076215e+00	2.919168902608076266e+00
1.300000000000000000e+01	2.691517650544718698e+00	1.941772972721659496e+00	3.441262328367777901e+00
1.400000000000000000e+01	2.253582960879279895e+00	1.634496834580693836e+00	2.872669087177865954e+00
1.500000000000000000e+01	1.971059417573262529e+00	1.479647829173473594e+00	2.462471005973051241e+00
1.600000000000000000e+01	2.482800473792087903e+00	1.873938218543641510e+00	3.091662729040534074e+00
1.700000000000000000e+01	2.185821452482227478e+00	1.700480966130677452e+00	2.671161938833777505e+00
1.800000000000000000e+01	2.082754959441699416e+00	1.572156432579163265e+00	2.593353486304235567e+00
1.900000000000000000e+01	1.952864903398750629e+00	1.481331823352749932e+00	2.424397983444751326e+00
2.000000000000000000e+01	1.730285157212754887e+00	1.340850283780959273e+00	2.119720030644550501e+00
2.100000000000000000e+01	2.080377210781897634e+00	1.641198870221196815e+00	2.519555551342598232e+00
2.200000000000000000e+01	1.838782566027558296e+00	1.443939031121892258e+00	2.233626100933224556e+00
2.300000000000000000e+01	1.775144012646591163e+00	1.345666529408688250e+00	2.204621495884493854e+00
2.400000000000000000e+01	1.636070691926558629e+00	1.298839239433376092e+00	1.973302144419741166e+00
2.500000000000000000e+01	1.839005907879484036e+00	1.429554656770756660e+00	2.248457158988211635e+00
2.600000000000000000e+01	1.649187229404014188e+00	1.256468476530139489e+00	2.041905982277889109e+00
2.700000000000000000e+01	1.544661796246820762e+00	1.184360649727619119e+00	1.904962942766022405e+00
2.800000000000000000e+01	1.686135267541297278e+00	1.332519324124936677e+00	2.039751210957657879e+00
2.900000000000000000e+01	1.421969345941701768e+00	1.105518345009510517e+00	1.738420346873893019e+00
3.000000000000000000e+01	1.614632782253437426e+00	1.236973937098017284e+00	1.992291627408857568e+00
3.100000000000000000e+01	1.473910297657586632e+00	1.098132339723431050e+00	1.849688255591742214e+00
3.200000000000000000e+01	1.369263625071624135e+00	1.047744174780775195e+00	1.690783075362473076e+00
3.300000000000000000e+01	1.499148511622649060e+00	1.197474803383249853e+00	1.800822219862048268e+00
3.400000000000000000e+01	1.566059309676498756e+00	1.227425635572991780e+00	1.904692983780005733e+00
3.500000000000000000e+01	1.480439420883249424e+00	1.123046723342197906e+00	1.837832118424300942e+00
3.600000000000000000e+01	1.411269879506456881e+00	1.099987602739731285e+00	1.722552156273182478e+00
3.700000000000000000e+01	1.324951325123790546e+00	1.063345542742130778e+00	1.586557107505450315e+00
3.800000000000000000e+01	1.408144468732379195e+00	1.118826440432921787e+00	1.697462497031836604e+00
3.900000000000000000e+01	1.300307479745265171e+00	1.050674364914957026e+00	1.549940594575573316e+00
4.000000000000000000e+01	1.475564469718068983e+00	1.156230373651859544e+00	1.794898565784278421e+00
4.100000000000000000e+01	1.324764973391821199e+00	1.041082463987769158e+00	1.608447482795873240e+00
4.200000000000000000e+01	1.335635606233380734e+00	1.044074459348862227e+00	1.627196753117899242e+00
4.300000000000000000e+01	1.349123453376240400e+00	1.064002523558141844e+00	1.634244383194338956e+00
4.400000000000000000e+01	1.224949398429235892e+00	9.440151689536475654e-01	1.505883627904824218e+00
4.500000000000000000e+01	1.266292105698322290e+00	9.758818050544149081e-01	1.556702406342229672e+00
4.600000000000000000e+01	1.161687188926977088e+00	8.953087442110442273e-01	1.428065633642909837e+00
4.700000000000000000e+01	1.272404658878948824e+00	9.846726105361905956e-01	1.560136707221706942e+00
4.800000000000000000e+01	1.212347963050808497e+00	9.303972083690301709e-01	1.494298717732586823e+00
4.900000000000000000e+01	1.153763821710066972e+00	8.859531284978574561e-01	1.421574514922276489e+00
5.000000000000000000e+01	1.152103313084940295e+00	9.156842561925448987e-01	1.388522369977335691e+00
5.100000000000000000e+01	1.128784960964286821e+00	8.744268509722914473e-01	1.383143070956282195e+00
5.200000000000000000e+01	1.173949456930541313e+00	9.394204189457838750e-01	1.408478494915298862e+00
5.300000000000000000e+01	1.048232148114420781e+00	8.164828547775547785e-01	1.279981441451286672e+00
5.400000000000000000e+01	1.092896297647666382e+00	8.787175283220847177e-01	1.307075066973248045e+00
5.500000000000000000e+01	1.106453082247049746e+00	8.955361157208558964e-01	1.317370048773243596e+00
5.600000000000000000e+01	1.006914501036705101e+00	8.339489516750011600e-01	1.179880050398409042e+00
5.700000000000000000e+01	1.112613352396539801e+00	8.958854903030279981e-01	1.329341214490051604e+00
5.800000000000000000e+01	9.459463979103474029e-01	7.523549016174180259e-01	1.139537894203276780e+00
5.900000000000000000e+01	1.078893243973537475e+00	8.782797048112253036e-01	1.279506783135849535e+00
6.000000000000000000e+01	1.038350223733471633e+00	8.236684412037879044e-01	1.253032006263155251e+00
6.100000000000000000e+01	9.424455441567090030e-01	7.509711547552568867e-01	1.133919933558161119e+00
6.200000000000000000e+01	1.002928275304919126e+00	7.850538434095680751e-01	1.220802707200270065e+00
6.300000000000000000e+01	8.932771104908997506e-01	7.068765559315625113e-01	1.079677665050236879e+00
6.400000000000000000e+01	1.046525917876394152e+00	8.318941562965413983e-01	1.261157679456246905e+00
6.500000000000000000e+01	9.209229830061775868e-01	7.399293320493811610e-01	1.101916633962974013e+00
6.600000000000000000e+01	9.350122397026896515e-01	7.402105435555725865e-01	1.129813935849806716e+00
6.700000000000000000e+01	9.170653790808731554e-01	7.261726738232940903e-01	1.107958084338452220e+00
6.800000000000000000e+01	8.899977276805546289e-01	7.082761170578074639e-01	1.071719338303301905e+00
6.900000000000000000e+01	9.092978057791571977e-01	7.240191344433434262e-01	1.094576477114971080e+00
7.000000000000000000e+01	8.298309794602768408e-01	6.554734362233953782e-01	1.004188522697158303e+00
7.100000000000000000e+01	8.514491270137132251e-01	6.616388205696376312e-01	1.041259433457788930e+00
7.200000000000000000e+01	9.162999324146611224e-01	7.133508069824539000e-01	1.119249057846868345e+00
7.300000000000000000e+01	8.364055452846155259e-01	6.618651049536137254e-01	1.010945985615617326e+00
7.400000000000000000e+01	8.593513390277675024e-01	6.678909099596632704e-01	1.050811768095871734e+00
7.500000000000000000e+01	8.118927709179604157e-01	6.208483911525435328e-01	1.002937150683377299e+00
7.600000000000000000e+01	8.476977459988321861e-01	6.697860712329023469e-01	1.025609420764761914e+00
7.700000000000000000e+01	8.514017836224934133e-01	6.500503539862241276e-01	1.052753213258762699e+00
7.800000000000000000e+01	7.729630089654605518e-01	6.003677345012983224e-01	9.455582834296227812e-01
7.900000000000000000e+01	7.998668940693665075e-01	6.299707842617402465e-01	9.697630038769927685e-01
8.000000000000000000e+01	7.609717509543014735e-01	6.058841321087883314e-01	9.160593697998146157e-01
8.100000000000000000e+01	8.210530678733567456e-01	6.398834809908909849e-01	1.002222654755822617e+00
8.200000000000000000e+01	7.481255618327741219e-01	5.917643411418690436e-01	9.044867825236792003e-01
8.300000000000000000e+01	7.416456617360184245e-01	5.810124616686840326e-01	9.022788618033528163e-01
8.400000000000000000e+01	7.269611149156058882e-01	5.746727395718150833e-01	8.792494902593966932e-01
8.500000000000000000e+01	7.402317718604836116e-01	5.834117107738971963e-01	8.970518329470700269e-01
8.600000000000000000e+01	7.283163923868495315e-01	5.836922393664548681e-01	8.729405454072441950e-01
8.700000000000000000e+01	7.023366512763509206e-01	5.509113463085391071e-01	8.537619562441627341e-01
8.800000000000000000e+01	6.939735037529682904e-01	5.508436231805065031e-01	8.371033843254300777e-01
8.900000000000000000e+01	7.171047562544429210e-01	5.747585927528402472e-01	8.594509197560455949e-01
9.000000000000000000e+01	6.839247315765626389e-01	5.271790481182416777e-01	8.406704150348836002e-01
9.100000000000000000e+01	6.799944814224184730e-01	5.333081415627768385e-01	8.266808212820601076e-01
